CompoundID,Gene Target,pIC50
CM-1130450,JNK1,6.81
CM-1130450,Lck,5.23
CM-1130450,LTK,6.83
CM-1130450,MAP3K10,6.2
CM-1130450,MAP4K2,6.38
CM-1130450,MAP4K4,6.15
CM-1130450,MEK1,6.91
CM-1130450,Nek2,5.48
CM-1130450,PAK4KD,5.74
CM-1130450,PDGFRB,5.92
CM-1130450,Pim1,5.24
CM-1130450,PKA,6.05
CM-1130450,PKCtheta,6.07
CM-1130450,PKG1A,5.99
CM-1130450,Plk3,5.81
CM-1130450,Prkcn,6.63
CM-1130450,RET,6.62
CM-1130450,Rsk2,6.19
CM-1130450,TAOK2,5.67
CM-1130450,TBK1,6.01
CM-1130450,TNK2,6.24
CM-1130450,TrkC,5.46
CM-1130450,Wee1,5.44
CM-1130450,Zipk,6.03
CM-1130450,BRAF,5.47
CM-1130450,MAP2K3,5.51
CM-1130450,MST1,7.37
CM-1130450,Rock1,8.1
CM-1130450,SGK1,5.94
CM-1130450,STK16,6.85
CM-1130450,cMET,5.7
CM-1130748,Abl,6.61
CM-1130748,ACVR1,6.14
CM-1130748,ALK,7.1
CM-1130748,Aurora1,7.98
CM-1130748,Aurora2,7.92
CM-1130748,BTK,6.17
CM-1130748,CAMK1D,6.14
CM-1130748,CAMK2A,5.36
CM-1130748,CDK8/Cyclin C,5.62
CM-1130748,CDK9/Cyclin K,7.86
CM-1130748,Ck1alpha1,5.45
CM-1130748,CLK2,6.54
CM-1130748,CSF1R,7.55
CM-1130748,Dyrk1A,5.84
CM-1130748,FAK,7.37
CM-1130748,Flt1,7.14
CM-1130748,Fyn,5.95
CM-1130748,GRK5,5.67
CM-1130748,Gsk3b,7.04
CM-1130748,IGF1R,6.99
CM-1130748,IKKE,6.83
CM-1130748,JAK2,7.68
CM-1130748,JAK3,6.94
CM-1130748,JNK1,6.21
CM-1130748,Lck,6.6
CM-1130748,LTK,6.84
CM-1130748,MAP4K2,6.63
CM-1130748,MAP4K4,7.17
CM-1130748,MEK1,7.06
CM-1130748,Nek2,5.48
CM-1130748,PAK4KD,6.19
CM-1130748,PDGFRB,7.23
CM-1130748,Pim1,5.57
CM-1130748,PKA,6.62
CM-1130748,PKCtheta,6.3
CM-1130748,Prkcn,6.77
CM-1130748,RET,8.03
CM-1130748,Rsk2,7.84
CM-1130748,TAOK2,5.94
CM-1130748,TBK1,6.76
CM-1130748,TNK2,6.72
CM-1130748,TrkC,6.83
CM-1130748,Wee1,6.2
CM-1130748,Zipk,6.49
CM-1130748,MST1,7.61
CM-1130748,Rock1,6.16
CM-1130748,cMET,7.29
CM-1135182,Abl,5.5
CM-1135182,ACVR1,6.46
CM-1135182,Akt1,5.39
CM-1135182,ALK,5.32
CM-1135182,Aurora1,5.26
CM-1135182,Aurora2,5.3
CM-1135182,BTK,5.23
CM-1135182,CAMK1D,5.26
CM-1135182,CAMK2A,5.61
CM-1135182,CAMKK2,5.3
CM-1135182,CDK8/Cyclin C,5.3
CM-1135182,CDK9/Cyclin K,5.31
CM-1135182,Ck1alpha1,6.91
CM-1135182,CLK2,5.33
CM-1135182,CSF1R,5.3
CM-1135182,DDR1,5.28
CM-1135182,Dyrk1A,6.38
CM-1135182,EGFR,5.35
CM-1135182,Erk2,5.27
CM-1135182,FAK,5.27
CM-1135182,Flt1,5.27
CM-1135182,Fyn,5.25
CM-1135182,GRK5,6.53
CM-1135182,Gsk3b,5.22
CM-1135182,IGF1R,5.45
CM-1135182,IKKE,5.33
CM-1135182,JAK2,5.34
CM-1135182,JAK3,5.3
CM-1135182,JNK1,5.29
CM-1135182,Lck,5.13
CM-1135182,LTK,5.37
CM-1135182,MAP3K10,5.26
CM-1135182,MAP4K2,5.63
CM-1135182,MAP4K4,6.07
CM-1135182,MEK1,5.32
CM-1135182,Nek2,5.29
CM-1135182,PAK4KD,5.36
CM-1135182,PDGFRB,5.57
CM-1135182,Pim1,5.95
CM-1135182,PKA,5.31
CM-1135182,PKCtheta,5.41
CM-1135182,PKG1A,5.4
CM-1135182,Plk3,5.43
CM-1135182,Prkcn,5.56
CM-1135182,RET,5.4
CM-1135182,Rsk2,5.33
CM-1135182,TAOK2,5.4
CM-1135182,TBK1,5.39
CM-1135182,TNK2,5.41
CM-1135182,TrkC,5.33
CM-1135182,Wee1,5.36
CM-1135182,Zipk,5.24
CM-1135182,BRAF,5.6
CM-1135182,MAP2K3,5.39
CM-1135182,MST1,5.44
CM-1135182,Rock1,5.34
CM-1135182,SGK1,5.29
CM-1135182,STK16,5.34
CM-1167645,Abl,5.89
CM-1167645,BTK,5.53
CM-1167645,CSF1R,5.92
CM-1167645,JAK3,5.62
CM-1167645,Lck,5.53
CM-1167645,PKCtheta,5.95
CM-1167645,Wee1,5.8
CM-1169290,Abl,6.97
CM-1169290,ACVR1,7.58
CM-1169290,ALK,7.01
CM-1169290,Aurora1,7.69
CM-1169290,Aurora2,8.24
CM-1169290,BTK,6.65
CM-1169290,CAMK1D,5.61
CM-1169290,CAMK2A,5.36
CM-1169290,CAMKK2,6.68
CM-1169290,CDK8/Cyclin C,5.41
CM-1169290,CDK9/Cyclin K,8
CM-1169290,Ck1alpha1,5.39
CM-1169290,CLK2,7.33
CM-1169290,CSF1R,6.14
CM-1169290,DDR1,6.97
CM-1169290,Dyrk1A,6.16
CM-1169290,Erk2,7.4
CM-1169290,FAK,8.22
CM-1169290,Flt1,7.06
CM-1169290,Fyn,6.39
CM-1169290,GRK5,5.61
CM-1169290,Gsk3b,7.47
CM-1169290,IGF1R,7.91
CM-1169290,IKKE,6.35
CM-1169290,JAK2,7.71
CM-1169290,JAK3,7.86
CM-1169290,JNK1,7.13
CM-1169290,Lck,6.45
CM-1169290,LTK,7.57
CM-1169290,MAP3K10,7.35
CM-1169290,MAP4K2,7.75
CM-1169290,MAP4K4,6.21
CM-1169290,MEK1,7.11
CM-1169290,Nek2,5.81
CM-1169290,PAK4KD,7.23
CM-1169290,PDGFRB,6.63
CM-1169290,Pim1,5.24
CM-1169290,PKA,7.01
CM-1169290,PKCtheta,6.23
CM-1169290,PKG1A,5.56
CM-1169290,Plk3,6.51
CM-1169290,Prkcn,6.67
CM-1169290,RET,7
CM-1169290,Rsk2,7.79
CM-1169290,TAOK2,7.72
CM-1169290,TBK1,6.61
CM-1169290,TNK2,7.21
CM-1169290,TrkC,6.42
CM-1169290,Wee1,7.2
CM-1169290,Zipk,5.76
CM-1169290,BRAF,5.47
CM-1169290,MAP2K3,5.51
CM-1169290,MST1,7.7
CM-1169290,SGK1,5.8
CM-1169290,STK16,7.63
CM-1169290,cMET,6.52
CM-1172779,Abl,6.57
CM-1172779,ACVR1,6.24
CM-1172779,ALK,6.57
CM-1172779,Aurora1,7.09
CM-1172779,Aurora2,7.54
CM-1172779,BTK,5.96
CM-1172779,CAMK1D,5.78
CM-1172779,CAMK2A,5.36
CM-1172779,CDK8/Cyclin C,5.41
CM-1172779,CDK9/Cyclin K,7.12
CM-1172779,Ck1alpha1,5.39
CM-1172779,CLK2,6.07
CM-1172779,CSF1R,7.49
CM-1172779,Dyrk1A,5.95
CM-1172779,FAK,6.74
CM-1172779,Flt1,6.69
CM-1172779,Fyn,6.19
CM-1172779,GRK5,5.85
CM-1172779,Gsk3b,6.37
CM-1172779,IGF1R,7.19
CM-1172779,IKKE,6.31
CM-1172779,JAK2,7.7
CM-1172779,JAK3,6.55
CM-1172779,JNK1,7.18
CM-1172779,Lck,6.3
CM-1172779,LTK,6.73
CM-1172779,MAP4K2,6.13
CM-1172779,MAP4K4,7.01
CM-1172779,MEK1,6.77
CM-1172779,Nek2,5.48
CM-1172779,PAK4KD,6.15
CM-1172779,PDGFRB,6.86
CM-1172779,Pim1,5.53
CM-1172779,PKA,6.3
CM-1172779,PKCtheta,5.7
CM-1172779,Prkcn,6.12
CM-1172779,RET,7.52
CM-1172779,Rsk2,6.84
CM-1172779,TAOK2,5.66
CM-1172779,TBK1,6.59
CM-1172779,TNK2,6.58
CM-1172779,TrkC,6.39
CM-1172779,Wee1,7.56
CM-1172779,Zipk,6.55
CM-1172779,MST1,7.16
CM-1172779,Rock1,6.02
CM-1172779,cMET,6.4
CM-1178079,Abl,6.05
CM-1178079,ACVR1,5.73
CM-1178079,Akt1,5.39
CM-1178079,ALK,5.38
CM-1178079,Aurora1,6.22
CM-1178079,Aurora2,6.82
CM-1178079,BTK,5.36
CM-1178079,CAMK1D,7.03
CM-1178079,CAMK2A,7.55
CM-1178079,CAMKK2,6.42
CM-1178079,CDK8/Cyclin C,6.59
CM-1178079,CDK9/Cyclin K,5.31
CM-1178079,Ck1alpha1,5.89
CM-1178079,CLK2,6.15
CM-1178079,CSF1R,8.43
CM-1178079,DDR1,5.28
CM-1178079,Dyrk1A,5.29
CM-1178079,EGFR,5.35
CM-1178079,Erk2,5.27
CM-1178079,FAK,6.26
CM-1178079,Flt1,7.16
CM-1178079,GRK5,6.6
CM-1178079,Gsk3b,5.62
CM-1178079,IGF1R,5.43
CM-1178079,IKKE,6.13
CM-1178079,JAK2,7.39
CM-1178079,JAK3,7.34
CM-1178079,JNK1,5.3
CM-1178079,Lck,5.13
CM-1178079,LTK,6.57
CM-1178079,MAP3K10,6.41
CM-1178079,MAP4K2,7.3
CM-1178079,MAP4K4,6.23
CM-1178079,MEK1,7.28
CM-1178079,Nek2,5.29
CM-1178079,PAK4KD,6.18
CM-1178079,Pim1,5.25
CM-1178079,PKA,5.37
CM-1178079,PKCtheta,7.38
CM-1178079,PKG1A,5.55
CM-1178079,Plk3,5.43
CM-1178079,Prkcn,7.56
CM-1178079,RET,6.33
CM-1178079,Rsk2,7.32
CM-1178079,TAOK2,6.07
CM-1178079,TBK1,6.12
CM-1178079,TNK2,6.75
CM-1178079,TrkC,5.49
CM-1178079,Wee1,5.47
CM-1178079,Zipk,6.35
CM-1178079,MAP2K3,5.39
CM-1178079,Rock1,6.89
CM-1178079,STK16,6.34
CM-1179180,Abl,5.502
CM-1179180,ACVR1,5.329
CM-1179180,Akt1,5.39
CM-1179180,ALK,5.321
CM-1179180,Aurora1,5.259
CM-1179180,Aurora2,5.303
CM-1179180,BTK,5.228
CM-1179180,CAMK1D,5.261
CM-1179180,CAMK2A,5.44
CM-1179180,CAMKK2,8.281
CM-1179180,CDK8/Cyclin C,5.301
CM-1179180,CDK9/Cyclin K,5.312
CM-1179180,CLK2,5.333
CM-1179180,CSF1R,5.296
CM-1179180,DDR1,5.283
CM-1179180,Dyrk1A,5.291
CM-1179180,EGFR,5.348
CM-1179180,Erk2,5.273
CM-1179180,FAK,5.271
CM-1179180,Flt1,5.272
CM-1179180,Fyn,5.253
CM-1179180,GRK5,5.252
CM-1179180,Gsk3b,5.224
CM-1179180,IGF1R,5.429
CM-1179180,IKKE,5.325
CM-1179180,JAK2,7.666
CM-1179180,JAK3,5.303
CM-1179180,JNK1,5.292
CM-1179180,Lck,5.128
CM-1179180,LTK,5.369
CM-1179180,MAP3K10,5.257
CM-1179180,MAP4K2,8.431
CM-1179180,MAP4K4,5.329
CM-1179180,MEK1,7.939
CM-1179180,Nek2,5.286
CM-1179180,PAK4KD,8.296
CM-1179180,PDGFRB,9.218
CM-1179180,Pim1,5.253
CM-1179180,PKA,8.26
CM-1179180,PKCtheta,8.321
CM-1179180,PKG1A,5.253
CM-1179180,Plk3,5.432
CM-1179180,Prkcn,5.559
CM-1179180,RET,5.316
CM-1179180,Rsk2,5.333
CM-1179180,TAOK2,5.311
CM-1179180,TBK1,5.391
CM-1179180,TNK2,5.413
CM-1179180,TrkC,8.026
CM-1179180,Wee1,5.187
CM-1179180,Zipk,5.243
CM-1179180,BRAF,5.602
CM-1179180,MAP2K3,5.394
CM-1179180,Rock1,8.893
CM-1179180,SGK1,5.438
CM-1179180,STK16,5.337
CM-1179311,Abl,6.466
CM-1179311,ACVR1,6.356
CM-1179311,Akt1,5.39
CM-1179311,ALK,5.851
CM-1179311,Aurora1,6.099
CM-1179311,Aurora2,6.6
CM-1179311,BTK,5.728
CM-1179311,CAMK1D,5.752
CM-1179311,CAMK2A,5.471
CM-1179311,CAMKK2,5.754
CM-1179311,CDK8/Cyclin C,5.389
CM-1179311,CDK9/Cyclin K,5.312
CM-1179311,Ck1alpha1,5.338
CM-1179311,CLK2,5.352
CM-1179311,CSF1R,7.668
CM-1179311,DDR1,5.524
CM-1179311,Dyrk1A,5.291
CM-1179311,EGFR,5.572
CM-1179311,Erk2,5.273
CM-1179311,FAK,6.333
CM-1179311,Flt1,5.5
CM-1179311,Fyn,6.259
CM-1179311,GRK5,6.487
CM-1179311,Gsk3b,5.678
CM-1179311,IGF1R,6.274
CM-1179311,IKKE,6.003
CM-1179311,JAK2,7.295
CM-1179311,JAK3,5.879
CM-1179311,JNK1,6.317
CM-1179311,LTK,5.719
CM-1179311,MAP3K10,5.652
CM-1179311,MAP4K2,6.561
CM-1179311,MAP4K4,5.996
CM-1179311,MEK1,6.238
CM-1179311,Nek2,5.286
CM-1179311,PAK4KD,5.44
CM-1179311,PDGFRB,6.564
CM-1179311,Pim1,5.253
CM-1179311,PKA,5.368
CM-1179311,PKCtheta,5.491
CM-1179311,PKG1A,5.398
CM-1179311,Plk3,5.432
CM-1179311,Prkcn,6.171
CM-1179311,RET,6.333
CM-1179311,Rsk2,6.071
CM-1179311,TAOK2,6.063
CM-1179311,TBK1,5.87
CM-1179311,TNK2,6.332
CM-1179311,TrkC,5.333
CM-1179311,Wee1,6.028
CM-1179311,Zipk,6.112
CM-1179311,MAP2K3,5.394
CM-1179311,Rock1,5.429
CM-1179311,STK16,6.674
CM-1180248,Abl,5.59
CM-1180248,ACVR1,5.46
CM-1180248,ALK,5.56
CM-1180248,Aurora1,6.41
CM-1180248,Aurora2,6.11
CM-1180248,BTK,5.23
CM-1180248,CAMK1D,6.94
CM-1180248,CAMK2A,5.37
CM-1180248,CDK8/Cyclin C,5.59
CM-1180248,CDK9/Cyclin K,6.43
CM-1180248,Ck1alpha1,5.39
CM-1180248,CLK2,5.54
CM-1180248,CSF1R,6.12
CM-1180248,Dyrk1A,5.73
CM-1180248,FAK,5.61
CM-1180248,Flt1,6.23
CM-1180248,Fyn,5.23
CM-1180248,GRK5,5.44
CM-1180248,Gsk3b,5.55
CM-1180248,IGF1R,5.58
CM-1180248,IKKE,5.72
CM-1180248,JAK2,8.17
CM-1180248,JAK3,6.96
CM-1180248,JNK1,6.33
CM-1180248,Lck,5.66
CM-1180248,LTK,5.77
CM-1180248,MAP4K2,6.09
CM-1180248,MAP4K4,5.63
CM-1180248,MEK1,6.23
CM-1180248,Nek2,5.48
CM-1180248,PAK4KD,5.34
CM-1180248,PDGFRB,6.22
CM-1180248,Pim1,5.24
CM-1180248,PKA,5.86
CM-1180248,PKCtheta,5.93
CM-1180248,Prkcn,5.51
CM-1180248,RET,6.44
CM-1180248,Rsk2,5.82
CM-1180248,TAOK2,5.57
CM-1180248,TBK1,5.57
CM-1180248,TNK2,6.14
CM-1180248,TrkC,5.46
CM-1180248,Zipk,5.92
CM-1180248,MST1,6.15
CM-1180248,Rock1,6.3
CM-1180248,SGK1,5.77
CM-1180248,cMET,5.56
CM-1181437,Abl,5.502
CM-1181437,ACVR1,5.329
CM-1181437,Akt1,5.39
CM-1181437,ALK,5.321
CM-1181437,Aurora1,5.435
CM-1181437,Aurora2,5.479
CM-1181437,BTK,5.228
CM-1181437,CAMK1D,5.261
CM-1181437,CAMK2A,5.44
CM-1181437,CAMKK2,5.305
CM-1181437,CDK8/Cyclin C,6.247
CM-1181437,CDK9/Cyclin K,6.258
CM-1181437,Ck1alpha1,5.338
CM-1181437,CLK2,5.333
CM-1181437,CSF1R,6.851
CM-1181437,DDR1,5.283
CM-1181437,Dyrk1A,5.291
CM-1181437,EGFR,5.348
CM-1181437,Erk2,5.273
CM-1181437,FAK,5.298
CM-1181437,Flt1,5.281
CM-1181437,Fyn,5.264
CM-1181437,GRK5,5.252
CM-1181437,Gsk3b,5.224
CM-1181437,IKKE,5.325
CM-1181437,JAK2,6.378
CM-1181437,JAK3,6.343
CM-1181437,JNK1,5.292
CM-1181437,Lck,5.128
CM-1181437,LTK,5.488
CM-1181437,MAP3K10,5.257
CM-1181437,MAP4K2,5.652
CM-1181437,MAP4K4,5.329
CM-1181437,MEK1,6.016
CM-1181437,Nek2,5.286
CM-1181437,PAK4KD,5.358
CM-1181437,PDGFRB,5.569
CM-1181437,Pim1,5.253
CM-1181437,PKA,5.311
CM-1181437,PKCtheta,5.959
CM-1181437,Plk3,5.432
CM-1181437,Prkcn,6.291
CM-1181437,RET,6.069
CM-1181437,Rsk2,5.818
CM-1181437,TAOK2,5.398
CM-1181437,TBK1,5.391
CM-1181437,TNK2,5.783
CM-1181437,TrkC,5.701
CM-1181437,Wee1,5.301
CM-1181437,Zipk,5.243
CM-1181437,MAP2K3,5.511
CM-1181437,SGK1,5.772
CM-1181485,ACVR1,5.73
CM-1181485,ALK,5.24
CM-1181485,Aurora2,5.78
CM-1181485,BTK,5.23
CM-1181485,CAMK1D,6.35
CM-1181485,CAMK2A,5.17
CM-1181485,CDK8/Cyclin C,5.41
CM-1181485,CDK9/Cyclin K,5.78
CM-1181485,Ck1alpha1,5.39
CM-1181485,CLK2,5.42
CM-1181485,CSF1R,5.62
CM-1181485,Dyrk1A,5.73
CM-1181485,FAK,5.2
CM-1181485,Flt1,5.44
CM-1181485,Fyn,5.23
CM-1181485,GRK5,5.36
CM-1181485,Gsk3b,5.48
CM-1181485,IGF1R,5.58
CM-1181485,IKKE,5.48
CM-1181485,JAK2,6.86
CM-1181485,JAK3,5.66
CM-1181485,JNK1,5.29
CM-1181485,Lck,5.23
CM-1181485,LTK,5.56
CM-1181485,MAP4K2,5.56
CM-1181485,MAP4K4,5.28
CM-1181485,MEK1,5.48
CM-1181485,PAK4KD,5.34
CM-1181485,Pim1,5.24
CM-1181485,PKA,5.86
CM-1181485,PKCtheta,5.73
CM-1181485,Prkcn,5.45
CM-1181485,RET,5.61
CM-1181485,Rsk2,5.45
CM-1181485,TAOK2,5.27
CM-1181485,TBK1,5.5
CM-1181485,TNK2,5.43
CM-1181485,TrkC,5.46
CM-1181485,Zipk,5.83
CM-1181485,MST1,5.44
CM-1181485,Rock1,6.33
CM-1181485,cMET,5.56
CM-1192617,Abl,5.502
CM-1192617,ACVR1,5.329
CM-1192617,Akt1,5.39
CM-1192617,ALK,5.321
CM-1192617,Aurora1,5.259
CM-1192617,Aurora2,5.303
CM-1192617,BTK,5.228
CM-1192617,CAMK1D,5.261
CM-1192617,CAMK2A,5.44
CM-1192617,CDK9/Cyclin K,5.312
CM-1192617,Ck1alpha1,5.338
CM-1192617,CLK2,5.333
CM-1192617,CSF1R,5.296
CM-1192617,DDR1,5.283
CM-1192617,Dyrk1A,5.291
CM-1192617,EGFR,5.348
CM-1192617,Erk2,5.273
CM-1192617,FAK,5.271
CM-1192617,Flt1,5.272
CM-1192617,Fyn,5.253
CM-1192617,GRK5,5.252
CM-1192617,Gsk3b,5.224
CM-1192617,IGF1R,5.429
CM-1192617,IKKE,5.325
CM-1192617,JAK2,5.338
CM-1192617,JAK3,5.303
CM-1192617,Lck,5.128
CM-1192617,LTK,5.369
CM-1192617,MAP3K10,5.257
CM-1192617,MAP4K2,5.625
CM-1192617,MAP4K4,5.329
CM-1192617,MEK1,5.32
CM-1192617,PAK4KD,5.36
CM-1192617,PDGFRB,5.569
CM-1192617,Pim1,5.253
CM-1192617,PKA,5.31
CM-1192617,PKCtheta,5.355
CM-1192617,PKG1A,5.253
CM-1192617,Plk3,5.432
CM-1192617,Prkcn,5.559
CM-1192617,RET,5.316
CM-1192617,Rsk2,5.333
CM-1192617,TAOK2,5.311
CM-1192617,TBK1,5.391
CM-1192617,TNK2,5.413
CM-1192617,TrkC,5.227
CM-1192617,Wee1,5.187
CM-1192617,Zipk,5.451
CM-1192617,BRAF,5.602
CM-1192617,MAP2K3,5.394
CM-1192617,Rock1,5.277
CM-1192617,SGK1,5.438
CM-1192617,STK16,5.337
CM-1192630,Abl,5.5
CM-1192630,ACVR1,5.33
CM-1192630,Akt1,5.39
CM-1192630,ALK,5.32
CM-1192630,Aurora1,6.21
CM-1192630,Aurora2,5.3
CM-1192630,BTK,5.23
CM-1192630,CAMK1D,5.26
CM-1192630,CAMK2A,5.44
CM-1192630,CAMKK2,5.3
CM-1192630,CDK8/Cyclin C,5.3
CM-1192630,CDK9/Cyclin K,5.31
CM-1192630,Ck1alpha1,5.34
CM-1192630,CLK2,5.33
CM-1192630,CSF1R,5.87
CM-1192630,DDR1,5.28
CM-1192630,Dyrk1A,5.29
CM-1192630,EGFR,5.35
CM-1192630,Erk2,5.27
CM-1192630,FAK,5.27
CM-1192630,Flt1,5.27
CM-1192630,Fyn,5.25
CM-1192630,GRK5,5.25
CM-1192630,Gsk3b,5.22
CM-1192630,IGF1R,5.43
CM-1192630,IKKE,5.33
CM-1192630,JAK2,6.68
CM-1192630,JAK3,5.91
CM-1192630,JNK1,5.29
CM-1192630,Lck,5.13
CM-1192630,LTK,5.37
CM-1192630,MAP3K10,5.26
CM-1192630,MAP4K2,5.63
CM-1192630,MAP4K4,5.33
CM-1192630,MEK1,5.32
CM-1192630,Nek2,5.29
CM-1192630,PAK4KD,5.36
CM-1192630,PDGFRB,5.57
CM-1192630,Pim1,5.25
CM-1192630,PKA,5.31
CM-1192630,PKCtheta,5.41
CM-1192630,PKG1A,5.4
CM-1192630,Plk3,5.43
CM-1192630,Prkcn,5.56
CM-1192630,RET,5.34
CM-1192630,Rsk2,5.33
CM-1192630,TAOK2,5.4
CM-1192630,TBK1,5.39
CM-1192630,TNK2,5.41
CM-1192630,TrkC,5.33
CM-1192630,Wee1,5.36
CM-1192630,Zipk,5.24
CM-1192630,BRAF,5.6
CM-1192630,MAP2K3,5.39
CM-1192630,MST1,5.44
CM-1192630,Rock1,5.34
CM-1192630,SGK1,5.29
CM-1192630,STK16,5.34
CM-1192630,cMET,5.31
CM-1194602,Abl,5.5
CM-1194602,ACVR1,5.33
CM-1194602,Akt1,5.39
CM-1194602,ALK,5.78
CM-1194602,Aurora1,5.26
CM-1194602,Aurora2,5.3
CM-1194602,BTK,5.23
CM-1194602,CAMK1D,5.26
CM-1194602,CAMK2A,5.44
CM-1194602,CAMKK2,5.3
CM-1194602,CDK8/Cyclin C,7.33
CM-1194602,CDK9/Cyclin K,5.31
CM-1194602,Ck1alpha1,5.34
CM-1194602,CLK2,5.33
CM-1194602,CSF1R,5.46
CM-1194602,DDR1,5.28
CM-1194602,Dyrk1A,5.29
CM-1194602,EGFR,5.35
CM-1194602,Erk2,5.27
CM-1194602,FAK,5.27
CM-1194602,Flt1,5.27
CM-1194602,Fyn,5.25
CM-1194602,GRK5,5.35
CM-1194602,Gsk3b,5.22
CM-1194602,IGF1R,5.65
CM-1194602,IKKE,5.33
CM-1194602,JAK2,5.44
CM-1194602,JAK3,5.3
CM-1194602,JNK1,5.29
CM-1194602,Lck,5.13
CM-1194602,LTK,5.37
CM-1194602,MAP3K10,5.33
CM-1194602,MAP4K2,6.13
CM-1194602,MAP4K4,5.33
CM-1194602,MEK1,6.01
CM-1194602,PAK4KD,5.93
CM-1194602,PDGFRB,5.57
CM-1194602,Pim1,5.25
CM-1194602,PKA,6.11
CM-1194602,PKCtheta,5.41
CM-1194602,PKG1A,5.57
CM-1194602,Plk3,5.43
CM-1194602,Prkcn,5.56
CM-1194602,RET,5.38
CM-1194602,Rsk2,5.67
CM-1194602,TAOK2,5.4
CM-1194602,TBK1,5.39
CM-1194602,TNK2,5.41
CM-1194602,TrkC,5.33
CM-1194602,Wee1,5.36
CM-1194602,Zipk,5.24
CM-1194602,BRAF,5.6
CM-1194602,MAP2K3,5.39
CM-1194602,MST1,5.8
CM-1194602,Rock1,5.46
CM-1194602,SGK1,5.29
CM-1194602,STK16,5.64
CM-1194602,cMET,5.31
CM-1198944,ACVR1,5.36
CM-1198944,ALK,5.24
CM-1198944,Aurora2,5.78
CM-1198944,BTK,5.23
CM-1198944,CAMK1D,5.61
CM-1198944,CAMK2A,5.12
CM-1198944,CDK8/Cyclin C,5.41
CM-1198944,CDK9/Cyclin K,5.78
CM-1198944,Ck1alpha1,5.39
CM-1198944,CLK2,5.42
CM-1198944,CSF1R,5.62
CM-1198944,Dyrk1A,5.73
CM-1198944,FAK,5.2
CM-1198944,Flt1,5.44
CM-1198944,Fyn,5.23
CM-1198944,GRK5,5.36
CM-1198944,Gsk3b,5.45
CM-1198944,IGF1R,5.58
CM-1198944,IKKE,5.48
CM-1198944,JAK2,8.16
CM-1198944,JAK3,6.55
CM-1198944,JNK1,5.29
CM-1198944,Lck,5.23
CM-1198944,LTK,5.55
CM-1198944,MAP4K2,5.56
CM-1198944,MAP4K4,5.28
CM-1198944,MEK1,5.48
CM-1198944,PAK4KD,5.34
CM-1198944,Pim1,5.24
CM-1198944,PKA,5.86
CM-1198944,PKCtheta,5.65
CM-1198944,Prkcn,5.41
CM-1198944,RET,5.52
CM-1198944,Rsk2,5.45
CM-1198944,TAOK2,5.6
CM-1198944,TBK1,5.5
CM-1198944,TNK2,5.43
CM-1198944,TrkC,5.46
CM-1198944,Zipk,6.14
CM-1198944,MST1,5.44
CM-1198944,Rock1,5.55
CM-1198944,cMET,5.56
CM-1206156,ACVR1,5.36
CM-1206156,ALK,5.55
CM-1206156,Aurora2,5.78
CM-1206156,BTK,5.23
CM-1206156,CAMK1D,5.61
CM-1206156,CAMK2A,5.12
CM-1206156,CDK8/Cyclin C,5.41
CM-1206156,CDK9/Cyclin K,5.78
CM-1206156,Ck1alpha1,5.39
CM-1206156,CLK2,5.42
CM-1206156,CSF1R,5.62
CM-1206156,Dyrk1A,5.73
CM-1206156,FAK,5.2
CM-1206156,Flt1,5.44
CM-1206156,Fyn,5.23
CM-1206156,GRK5,5.9
CM-1206156,Gsk3b,5.45
CM-1206156,IGF1R,5.58
CM-1206156,IKKE,6.4
CM-1206156,JAK2,7.72
CM-1206156,JAK3,6.38
CM-1206156,JNK1,5.29
CM-1206156,Lck,5.23
CM-1206156,LTK,5.55
CM-1206156,MAP4K2,5.56
CM-1206156,MAP4K4,5.28
CM-1206156,MEK1,6.05
CM-1206156,PAK4KD,5.34
CM-1206156,Pim1,5.24
CM-1206156,PKA,5.86
CM-1206156,PKCtheta,5.65
CM-1206156,Prkcn,5.41
CM-1206156,RET,5.59
CM-1206156,Rsk2,5.53
CM-1206156,TAOK2,5.75
CM-1206156,TBK1,5.5
CM-1206156,TNK2,5.43
CM-1206156,TrkC,5.46
CM-1206156,Zipk,5.94
CM-1206156,MST1,6.2
CM-1206156,Rock1,6.96
CM-1206156,cMET,5.56
CM-1207476,Abl,7.52
CM-1207476,ACVR1,6.65
CM-1207476,Akt1,5.3
CM-1207476,ALK,6.45
CM-1207476,Aurora1,8.98
CM-1207476,Aurora2,9.27
CM-1207476,BTK,7.62
CM-1207476,CAMK1D,5.61
CM-1207476,CAMK2A,5.36
CM-1207476,CAMKK2,5.7
CM-1207476,CDK8/Cyclin C,5.41
CM-1207476,CDK9/Cyclin K,7.45
CM-1207476,Ck1alpha1,5.39
CM-1207476,CLK2,6.36
CM-1207476,CSF1R,6.37
CM-1207476,DDR1,6.68
CM-1207476,Dyrk1A,5.73
CM-1207476,EGFR,6.62
CM-1207476,Erk2,6.44
CM-1207476,FAK,7.95
CM-1207476,Flt1,7.35
CM-1207476,Fyn,7.18
CM-1207476,GRK5,5.89
CM-1207476,Gsk3b,5.7
CM-1207476,IGF1R,6.48
CM-1207476,IKKE,6.63
CM-1207476,JAK2,8.24
CM-1207476,JAK3,6.9
CM-1207476,JNK1,7.69
CM-1207476,Lck,7.82
CM-1207476,LTK,7.95
CM-1207476,MAP3K10,6.25
